season,game_id,team_id,team_name,date,ft_pct_mean,fg_made_sum,fg_made_mean,fg_attempted_sum,fg_attempted_mean,three_made_sum,three_made_mean,three_attempted_sum,three_attempted_mean,ft_made_sum,ft_made_mean,ft_attempted_sum,ft_attempted_mean,minutes_sum,minutes_mean,minutes_max,points_sum,points_mean,points_std,points_max,assists_sum,assists_mean,assists_std,assists_max,total_rebounds_sum,total_rebounds_mean,total_rebounds_std,total_rebounds_max,offensive_reb_sum,offensive_reb_mean,defensive_reb_sum,defensive_reb_mean,steals_sum,steals_mean,blocks_sum,blocks_mean,turnovers_sum,turnovers_mean,personal_fouls_sum,personal_fouls_mean,plus_minus_sum,plus_minus_mean,fg_pct_mean,three_pct_mean,assist_to_turnover_ratio,three_point_rate,offensive_reb_rate,true_shooting_pct,team_won
2023,12478,8,Dallas Mavericks,2023-10-07T16:00:00.000Z,28.570588235294117,35,2.0588235294117645,94,5.529411764705882,14,0.8235294117647058,46,2.7058823529411766,12,0.7058823529411765,17,1.0,241.0,14.176470588235293,23.0,96,5.647058823529412,5.8836763217246695,22,19,1.1176470588235294,1.900077397804379,6,51,3.0,2.06155281280883,8,15,0.8823529411764706,36,2.1176470588235294,8,0.47058823529411764,6,0.35294117647058826,20,1.1764705882352942,15,0.8823529411764706,-40.0,-2.3529411764705883,36.62352941176471,16.5,0.95,0.4,0.29411764705882354,0.4729996058336618,0
2023,12478,22,Minnesota Timberwolves,2023-10-07T16:00:00.000Z,22.36842105263158,39,2.0526315789473686,90,4.7368421052631575,14,0.7368421052631579,31,1.631578947368421,12,0.631578947368421,16,0.8421052631578947,239.0,12.578947368421053,18.0,104,5.473684210526316,4.464283208019347,14,25,1.3157894736842106,1.1081832770072813,4,46,2.4210526315789473,1.4265650070355171,5,13,0.6842105263157895,33,1.736842105263158,9,0.47368421052631576,8,0.42105263157894735,18,0.9473684210526315,23,1.2105263157894737,40.0,2.1052631578947367,46.59473684210526,33.33157894736842,1.3888888888888888,0.358974358974359,0.2826086956521739,0.5358615004122012,1
2023,12479,11,Golden State Warriors,2023-10-08T00:30:00.000Z,27.133333333333333,46,2.5555555555555554,98,5.444444444444445,17,0.9444444444444444,48,2.6666666666666665,16,0.8888888888888888,25,1.3888888888888888,241.0,13.38888888888889,26.0,125,6.944444444444445,5.640945083752233,24,27,1.5,1.5434872662825794,5,61,3.388888888888889,1.8194662723831594,8,11,0.6111111111111112,50,2.7777777777777777,11,0.6111111111111112,8,0.4444444444444444,19,1.0555555555555556,20,1.1111111111111112,85.0,4.722222222222222,43.916666666666664,26.494444444444444,1.4210526315789473,0.3695652173913043,0.18032786885245902,0.573394495412844,1
2023,12479,17,Los Angeles Lakers,2023-10-08T00:30:00.000Z,45.55333333333333,41,2.7333333333333334,100,6.666666666666667,15,1.0,38,2.533333333333333,11,0.7333333333333333,20,1.3333333333333333,239.0,15.933333333333334,25.0,108,7.2,4.872664275615255,15,21,1.4,1.5491933384829668,5,46,3.066666666666667,2.3744673588186544,7,10,0.6666666666666666,36,2.4,10,0.6666666666666666,7,0.4666666666666667,17,1.1333333333333333,20,1.3333333333333333,-85.0,-5.666666666666667,42.093333333333334,30.56,1.2352941176470589,0.36585365853658536,0.21739130434782608,0.4963235294117647,0
2023,12480,6,Chicago Bulls,2023-10-08T17:00:00.000Z,35.0,39,1.95,99,4.95,13,0.65,35,1.75,11,0.55,12,0.6,240.0,12.0,23.0,102,5.1,4.140938108816966,14,24,1.2,1.4363696929192158,6,47,2.35,2.3004576203785834,9,15,0.75,32,1.6,11,0.55,4,0.2,15,0.75,18,0.9,-15.0,-0.75,34.05,21.580000000000002,1.6,0.3333333333333333,0.3191489361702128,0.4890678941311853,0
2023,12480,21,Milwaukee Bucks,2023-10-08T17:00:00.000Z,29.807692307692307,41,3.1538461538461537,85,6.538461538461538,10,0.7692307692307693,33,2.5384615384615383,13,1.0,16,1.2307692307692308,239.0,18.384615384615383,28.0,105,8.076923076923077,4.9575117828325,18,28,2.1538461538461537,1.9513309067639728,7,46,3.5384615384615383,2.7873339895374523,9,7,0.5384615384615384,39,3.0,8,0.6153846153846154,8,0.6153846153846154,17,1.3076923076923077,13,1.0,15.0,1.1538461538461537,52.15384615384615,16.246153846153845,1.6470588235294117,0.24390243902439024,0.15217391304347827,0.5704041720990873,1
2023,12481,10,Detroit Pistons,2023-10-08T19:00:00.000Z,38.38666666666666,47,3.1333333333333333,95,6.333333333333333,11,0.7333333333333333,35,2.3333333333333335,21,1.4,34,2.2666666666666666,265.0,17.666666666666668,39.0,126,8.4,6.7379522111692065,25,33,2.2,2.3964259101539405,7,49,3.2666666666666666,2.814926202195987,10,10,0.6666666666666666,39,2.6,10,0.6666666666666666,6,0.4,16,1.0666666666666667,33,2.2,-20.0,-1.3333333333333333,42.44666666666667,19.333333333333332,2.0625,0.23404255319148937,0.20408163265306123,0.5729356129501637,0
2023,12481,28,Phoenix Suns,2023-10-08T19:00:00.000Z,49.30625,42,2.625,95,5.9375,14,0.875,37,2.3125,32,2.0,38,2.375,264.0,16.5,30.0,130,8.125,4.631414470763764,18,27,1.6875,1.25,4,50,3.125,2.187083293643233,8,11,0.6875,39,2.4375,8,0.5,4,0.25,19,1.1875,26,1.625,20.0,1.25,44.8875,29.1625,1.4210526315789473,0.3333333333333333,0.22,0.5818116720372359,1
2023,12482,2,Boston Celtics,2023-10-08T22:00:00.000Z,57.94166666666666,37,3.0833333333333335,85,7.083333333333333,14,1.1666666666666667,38,3.1666666666666665,26,2.1666666666666665,34,2.8333333333333335,241.0,20.083333333333332,27.0,114,9.5,7.6098022910645255,26,19,1.5833333333333333,1.5050420310248864,5,49,4.083333333333333,2.0652243256245835,10,12,1.0,37,3.0833333333333335,8,0.6666666666666666,6,0.5,16,1.3333333333333333,21,1.75,40.0,3.3333333333333335,45.725,29.541666666666668,1.1875,0.3783783783783784,0.24489795918367346,0.5702280912364945,1
2023,12482,27,Philadelphia 76ers,2023-10-08T22:00:00.000Z,37.22666666666667,39,2.6,95,6.333333333333333,13,0.8666666666666667,38,2.533333333333333,15,1.0,19,1.2666666666666666,239.0,15.933333333333334,29.0,106,7.066666666666666,6.352352395166766,24,19,1.2666666666666666,1.162919151265879,4,48,3.2,2.2103651928390216,7,14,0.9333333333333333,34,2.2666666666666666,10,0.6666666666666666,6,0.4,14,0.9333333333333333,24,1.6,-40.0,-2.6666666666666665,36.9,25.220000000000002,1.3571428571428572,0.3333333333333333,0.2916666666666667,0.5127708978328174,0
