season,game_id,team_id,team_name,date,ft_pct_mean,fg_made_sum,fg_made_mean,fg_attempted_sum,fg_attempted_mean,three_made_sum,three_made_mean,three_attempted_sum,three_attempted_mean,ft_made_sum,ft_made_mean,ft_attempted_sum,ft_attempted_mean,minutes_sum,minutes_mean,minutes_max,points_sum,points_mean,points_std,points_max,assists_sum,assists_mean,assists_std,assists_max,total_rebounds_sum,total_rebounds_mean,total_rebounds_std,total_rebounds_max,offensive_reb_sum,offensive_reb_mean,defensive_reb_sum,defensive_reb_mean,steals_sum,steals_mean,blocks_sum,blocks_mean,turnovers_sum,turnovers_mean,personal_fouls_sum,personal_fouls_mean,plus_minus_sum,plus_minus_mean,fg_pct_mean,three_pct_mean,assist_to_turnover_ratio,three_point_rate,offensive_reb_rate,true_shooting_pct,team_won
2022,10980,11,Golden State Warriors,2022-09-30T10:00:00.000Z,59.9,29.0,1.8125,79.0,4.9375,7.0,0.4375,26.0,1.625,31.0,1.9375,40.0,2.5,240.0,15.0,25.85,96.0,6.0,4.2895221179054435,20.0,18.0,1.125,0.8850612031567836,3.0,62.0,3.875,2.872281323269014,9.0,10.0,0.625,52.0,3.25,6.0,0.375,3.0,0.1875,17.0,1.0625,27.0,1.6875,45.0,2.8125,47.69375,17.1875,1.0588235294117647,0.2413793103448276,0.16129032258064516,0.49689440993788825,1
2022,10980,41,Washington Wizards,2022-09-30T10:00:00.000Z,53.06428571428571,31.0,2.2142857142857144,84.0,6.0,6.0,0.42857142857142855,35.0,2.5,19.0,1.3571428571428572,30.0,2.142857142857143,240.0,17.142857142857142,25.166666666666668,87.0,6.214285714285714,2.991746889452624,13.0,20.0,1.4285714285714286,1.650840611711114,5.0,44.0,3.142857142857143,1.9944979263017495,9.0,7.0,0.5,37.0,2.642857142857143,12.0,0.8571428571428571,10.0,0.7142857142857143,14.0,1.0,27.0,1.9285714285714286,-45.0,-3.2142857142857144,36.471428571428575,12.142857142857142,1.4285714285714286,0.1935483870967742,0.1590909090909091,0.44753086419753085,0
2022,10981,16,LA Clippers,2022-10-01T02:00:00.000Z,57.69230769230769,39.0,3.0,77.0,5.923076923076923,13.0,1.0,29.0,2.230769230769231,30.0,2.3076923076923075,43.0,3.3076923076923075,240.0,18.46153846153846,30.766666666666666,121.0,9.307692307692308,5.281802334188199,16.0,27.0,2.076923076923077,2.7827306272059,10.0,55.0,4.230769230769231,3.539158236875122,13.0,15.0,1.1538461538461537,40.0,3.076923076923077,9.0,0.6923076923076923,6.0,0.46153846153846156,23.0,1.7692307692307692,24.0,1.8461538461538463,200.0,15.384615384615385,50.323076923076925,34.87692307692308,1.173913043478261,0.3333333333333333,0.2727272727272727,0.6307339449541284,1
2022,10981,165,Ra'anana Maccabi Ra'anana,2022-10-01T02:00:00.000Z,25.772222222222222,28.0,1.5555555555555556,85.0,4.722222222222222,3.0,0.16666666666666666,16.0,0.8888888888888888,22.0,1.2222222222222223,31.0,1.7222222222222223,239.91666666666666,13.328703703703702,28.966666666666665,81.0,4.5,5.669837636434522,20.0,16.0,0.8888888888888888,1.367216532138064,5.0,38.0,2.111111111111111,2.698341296358559,10.0,13.0,0.7222222222222222,25.0,1.3888888888888888,14.0,0.7777777777777778,5.0,0.2777777777777778,16.0,0.8888888888888888,35.0,1.9444444444444444,-200.0,-11.11111111111111,20.466666666666665,7.777777777777778,1.0,0.10714285714285714,0.34210526315789475,0.4105839416058394,0
2022,10982,19,Memphis Grizzlies,2022-10-02T00:00:00.000Z,42.88181818181818,38.0,3.4545454545454546,77.0,7.0,10.0,0.9090909090909091,28.0,2.5454545454545454,21.0,1.9090909090909092,29.0,2.6363636363636362,239.98333333333332,21.816666666666666,29.383333333333333,107.0,9.727272727272727,5.968097001405207,18.0,25.0,2.272727272727273,2.3276988246295565,8.0,41.0,3.727272727272727,2.195035721390843,8.0,10.0,0.9090909090909091,31.0,2.8181818181818183,13.0,1.1818181818181819,4.0,0.36363636363636365,22.0,2.0,19.0,1.7272727272727273,25.0,2.272727272727273,49.61818181818182,29.545454545454547,1.1363636363636365,0.2631578947368421,0.24390243902439024,0.5960338680926915,1
2022,10982,21,Milwaukee Bucks,2022-10-02T00:00:00.000Z,38.093333333333334,37.0,2.466666666666667,86.0,5.733333333333333,13.0,0.8666666666666667,37.0,2.466666666666667,15.0,1.0,21.0,1.4,239.98333333333335,15.99888888888889,27.916666666666668,102.0,6.8,5.709640969448079,21.0,22.0,1.4666666666666666,1.3020130933435712,4.0,50.0,3.3333333333333335,2.3196879921559237,8.0,17.0,1.1333333333333333,33.0,2.2,10.0,0.6666666666666666,3.0,0.2,23.0,1.5333333333333334,29.0,1.9333333333333333,-25.0,-1.6666666666666667,45.35333333333333,37.10666666666667,0.9565217391304348,0.35135135135135137,0.34,0.5354892902141958,0
2022,10983,11,Golden State Warriors,2022-10-02T05:00:00.000Z,19.26875,38.0,2.375,83.0,5.1875,16.0,1.0,39.0,2.4375,12.0,0.75,18.0,1.125,240.0,15.0,25.133333333333333,104.0,6.5,4.704607670500627,17.0,29.0,1.8125,1.3275918047351754,5.0,47.0,2.9375,2.174664725116648,7.0,11.0,0.6875,36.0,2.25,6.0,0.375,5.0,0.3125,22.0,1.375,25.0,1.5625,45.0,2.8125,41.2375,34.53125,1.3181818181818181,0.42105263157894735,0.23404255319148937,0.5719313682358117,1
2022,10983,41,Washington Wizards,2022-10-02T05:00:00.000Z,57.73571428571428,30.0,2.142857142857143,85.0,6.071428571428571,8.0,0.5714285714285714,33.0,2.357142857142857,27.0,1.9285714285714286,30.0,2.142857142857143,240.0,17.142857142857142,26.35,95.0,6.785714285714286,5.3662559850144405,18.0,23.0,1.6428571428571428,1.7368026705655182,6.0,46.0,3.2857142857142856,2.920183646189487,10.0,12.0,0.8571428571428571,34.0,2.4285714285714284,9.0,0.6428571428571429,2.0,0.14285714285714285,16.0,1.1428571428571428,23.0,1.6428571428571428,-45.0,-3.2142857142857144,29.66428571428571,23.635714285714283,1.4375,0.26666666666666666,0.2608695652173913,0.4837067209775967,0
2022,10984,2,Boston Celtics,2022-10-02T17:00:00.000Z,32.5875,48.0,3.0,84.0,5.25,22.0,1.375,47.0,2.9375,16.0,1.0,20.0,1.25,239.98333333333335,14.998958333333334,24.383333333333333,134.0,8.375,5.714017850864661,24.0,41.0,2.5625,2.448639077800837,9.0,56.0,3.5,2.221110833194358,9.0,8.0,0.5,48.0,3.0,4.0,0.25,3.0,0.1875,23.0,1.4375,29.0,1.8125,205.0,12.8125,62.50625,46.24375,1.7826086956521738,0.4583333333333333,0.14285714285714285,0.7219827586206897,1
2022,10984,5,Charlotte Hornets,2022-10-02T17:00:00.000Z,35.18333333333333,35.0,1.9444444444444444,101.0,5.611111111111111,5.0,0.2777777777777778,33.0,1.8333333333333333,18.0,1.0,28.0,1.5555555555555556,240.0,13.333333333333334,25.1,93.0,5.166666666666667,5.193321503170597,17.0,13.0,0.7222222222222222,1.178511301977579,4.0,43.0,2.388888888888889,2.304442994812384,7.0,16.0,0.8888888888888888,27.0,1.5,13.0,0.7222222222222222,2.0,0.1111111111111111,13.0,0.7222222222222222,19.0,1.0555555555555556,-205.0,-11.38888888888889,29.877777777777776,4.166666666666667,1.0,0.14285714285714285,0.37209302325581395,0.41034239322273214,0
