season,game_id,team_id,team_name,date,ft_pct_mean,fg_made_sum,fg_made_mean,fg_attempted_sum,fg_attempted_mean,three_made_sum,three_made_mean,three_attempted_sum,three_attempted_mean,ft_made_sum,ft_made_mean,ft_attempted_sum,ft_attempted_mean,minutes_sum,minutes_mean,minutes_max,points_sum,points_mean,points_std,points_max,assists_sum,assists_mean,assists_std,assists_max,total_rebounds_sum,total_rebounds_mean,total_rebounds_std,total_rebounds_max,offensive_reb_sum,offensive_reb_mean,defensive_reb_sum,defensive_reb_mean,steals_sum,steals_mean,blocks_sum,blocks_mean,turnovers_sum,turnovers_mean,personal_fouls_sum,personal_fouls_mean,plus_minus_sum,plus_minus_mean,fg_pct_mean,three_pct_mean,assist_to_turnover_ratio,three_point_rate,offensive_reb_rate,true_shooting_pct,team_won
2020,7501,2,Boston Celtics,2020-12-19T01:00:00.000Z,38.392857142857146,32.0,2.2857142857142856,92.0,6.571428571428571,8.0,0.5714285714285714,45.0,3.2142857142857144,17.0,1.2142857142857142,21.0,1.5,239.98333333333335,17.14166666666667,26.266666666666666,89.0,6.357142857142857,5.555415138640618,19.0,18.0,1.2857142857142858,1.7728105208558365,5.0,48.0,3.4285714285714284,2.6228078235206023,9.0,11.0,0.7857142857142857,37.0,2.642857142857143,13.0,0.9285714285714286,5.0,0.35714285714285715,22.0,1.5714285714285714,23.0,1.6428571428571428,-120.0,-8.571428571428571,31.585714285714285,18.085714285714285,0.8181818181818182,0.25,0.22916666666666666,0.4395495851442118,0
2020,7501,4,Brooklyn Nets,2020-12-19T01:00:00.000Z,40.471428571428575,38.0,2.7142857142857144,88.0,6.285714285714286,16.0,1.1428571428571428,35.0,2.5,21.0,1.5,27.0,1.9285714285714286,240.0,17.142857142857142,28.216666666666665,113.0,8.071428571428571,7.680788077697853,25.0,26.0,1.8571428571428572,1.6104057232283402,5.0,53.0,3.7857142857142856,2.778449247292493,11.0,8.0,0.5714285714285714,45.0,3.2142857142857144,13.0,0.9285714285714286,10.0,0.7142857142857143,20.0,1.4285714285714286,19.0,1.3571428571428572,120.0,8.571428571428571,30.478571428571428,28.364285714285717,1.3,0.42105263157894735,0.1509433962264151,0.565678814577493,1
2020,7502,21,Milwaukee Bucks,2020-12-19T01:00:00.000Z,56.875,38.0,2.375,90.0,5.625,10.0,0.625,40.0,2.5,27.0,1.6875,30.0,1.875,239.96666666666667,14.997916666666667,26.366666666666667,113.0,7.0625,7.17838189752166,29.0,21.0,1.3125,1.6214705259938174,5.0,44.0,2.75,2.569046515733026,8.0,12.0,0.75,32.0,2.0,4.0,0.25,4.0,0.25,17.0,1.0625,32.0,2.0,-70.0,-4.375,36.65,16.04375,1.2352941176470589,0.2631578947368421,0.2727272727272727,0.5474806201550387,0
2020,7502,23,New Orleans Pelicans,2020-12-19T01:00:00.000Z,49.50909090909091,44.0,4.0,86.0,7.818181818181818,12.0,1.0909090909090908,33.0,3.0,27.0,2.4545454545454546,44.0,4.0,240.0,21.818181818181817,34.266666666666666,127.0,11.545454545454545,8.594924506517046,31.0,25.0,2.272727272727273,2.5725827135743993,8.0,51.0,4.636363636363637,2.838053109888089,9.0,15.0,1.3636363636363635,36.0,3.272727272727273,6.0,0.5454545454545454,6.0,0.5454545454545454,13.0,1.1818181818181819,25.0,2.272727272727273,70.0,6.363636363636363,53.66363636363636,22.727272727272727,1.9230769230769231,0.2727272727272727,0.29411764705882354,0.6026955201214882,1
2020,7503,6,Chicago Bulls,2020-12-19T01:00:00.000Z,36.80833333333333,42.0,3.5,99.0,8.25,11.0,0.9166666666666666,41.0,3.4166666666666665,10.0,0.8333333333333334,17.0,1.4166666666666667,239.96666666666667,19.997222222222224,30.166666666666668,105.0,8.75,6.703120033373875,22.0,27.0,2.25,1.6025547785276542,6.0,56.0,4.666666666666667,2.839120649181021,9.0,12.0,1.0,44.0,3.6666666666666665,10.0,0.8333333333333334,4.0,0.3333333333333333,12.0,1.0,14.0,1.1666666666666667,10.0,0.8333333333333334,42.00833333333333,22.224999999999998,2.25,0.2619047619047619,0.21428571428571427,0.4930503380916604,1
2020,7503,25,Oklahoma City Thunder,2020-12-19T01:00:00.000Z,32.69230769230769,37.0,2.8461538461538463,90.0,6.923076923076923,15.0,1.1538461538461537,38.0,2.923076923076923,14.0,1.0769230769230769,19.0,1.4615384615384615,240.0,18.46153846153846,25.366666666666667,103.0,7.923076923076923,5.544690229723365,17.0,21.0,1.6153846153846154,1.5021352323976216,5.0,51.0,3.923076923076923,4.0509574683346665,13.0,9.0,0.6923076923076923,42.0,3.230769230769231,7.0,0.5384615384615384,7.0,0.5384615384615384,14.0,1.0769230769230769,16.0,1.2307692307692308,-10.0,-0.7692307692307693,36.6,26.661538461538463,1.5,0.40540540540540543,0.17647058823529413,0.5235868239121594,0
2020,7504,9,Denver Nuggets,2020-12-19T02:00:00.000Z,27.113333333333333,45.0,3.0,95.0,6.333333333333333,18.0,1.2,44.0,2.933333333333333,21.0,1.4,27.0,1.8,240.0,16.0,22.583333333333332,129.0,8.6,6.915820372780906,24.0,30.0,2.0,1.7728105208558367,6.0,53.0,3.533333333333333,2.7481595573002946,9.0,17.0,1.1333333333333333,36.0,2.4,11.0,0.7333333333333333,8.0,0.5333333333333333,12.0,0.8,23.0,1.5333333333333334,165.0,11.0,43.13333333333333,28.953333333333333,2.5,0.4,0.32075471698113206,0.6034805389221557,1
2020,7504,29,Portland Trail Blazers,2020-12-19T02:00:00.000Z,61.36363636363637,33.0,3.0,89.0,8.090909090909092,10.0,0.9090909090909091,33.0,3.0,20.0,1.8181818181818181,23.0,2.090909090909091,240.0,21.818181818181817,32.733333333333334,96.0,8.727272727272727,7.11464558626653,26.0,17.0,1.5454545454545454,1.3684762594679063,4.0,42.0,3.8181818181818183,2.8572077914699108,9.0,11.0,1.0,31.0,2.8181818181818183,3.0,0.2727272727272727,1.0,0.09090909090909091,15.0,1.3636363636363635,24.0,2.1818181818181817,-165.0,-15.0,38.309090909090905,14.109090909090908,1.1333333333333333,0.30303030303030304,0.2619047619047619,0.48426150121065376,0
2020,7505,17,Los Angeles Lakers,2020-12-19T03:30:00.000Z,20.478571428571428,41.0,2.9285714285714284,81.0,5.785714285714286,16.0,1.1428571428571428,30.0,2.142857142857143,16.0,1.1428571428571428,27.0,1.9285714285714286,240.0,17.142857142857142,29.683333333333334,114.0,8.142857142857142,9.670392107690542,35.0,25.0,1.7857142857142858,1.5776599725577716,4.0,33.0,2.357142857142857,2.3074175660629406,8.0,3.0,0.21428571428571427,30.0,2.142857142857143,8.0,0.5714285714285714,4.0,0.2857142857142857,17.0,1.2142857142857142,17.0,1.2142857142857142,5.0,0.35714285714285715,40.35,32.90714285714286,1.4705882352941178,0.3902439024390244,0.09090909090909091,0.6136950904392765,1
2020,7505,28,Phoenix Suns,2020-12-19T03:30:00.000Z,28.125,42.0,3.5,88.0,7.333333333333333,18.0,1.5,44.0,3.6666666666666665,11.0,0.9166666666666666,13.0,1.0833333333333333,239.96666666666667,19.997222222222224,35.53333333333333,113.0,9.416666666666666,6.77506569352026,27.0,26.0,2.1666666666666665,1.992409839791244,6.0,46.0,3.8333333333333335,2.2087978356535665,8.0,9.0,0.75,37.0,3.0833333333333335,12.0,1.0,3.0,0.25,24.0,2.0,29.0,2.4166666666666665,-5.0,-0.4166666666666667,51.25,32.1,1.0833333333333333,0.42857142857142855,0.1956521739130435,0.6028595817328212,0
2020,7506,5,Charlotte Hornets,2020-12-20T00:00:00.000Z,44.79375,40.0,2.5,90.0,5.625,18.0,1.125,41.0,2.5625,19.0,1.1875,22.0,1.375,240.0,15.0,31.5,117.0,7.3125,8.154497736423338,25.0,21.0,1.3125,1.8154430129677255,6.0,52.0,3.25,3.785938897200183,15.0,11.0,0.6875,41.0,2.5625,7.0,0.4375,6.0,0.375,20.0,1.25,23.0,1.4375,-15.0,-0.9375,36.7375,32.925,1.05,0.45,0.21153846153846154,0.5868780096308186,0
2020,7506,26,Orlando Magic,2020-12-20T00:00:00.000Z,40.107692307692304,42.0,3.230769230769231,97.0,7.461538461538462,17.0,1.3076923076923077,40.0,3.076923076923077,19.0,1.4615384615384615,24.0,1.8461538461538463,240.0,18.46153846153846,26.4,120.0,9.23076923076923,6.84536152142269,20.0,23.0,1.7692307692307692,1.4806443503784736,4.0,50.0,3.8461538461538463,3.738229390280775,12.0,13.0,1.0,37.0,2.8461538461538463,7.0,0.5384615384615384,3.0,0.23076923076923078,15.0,1.1538461538461537,14.0,1.0769230769230769,15.0,1.1538461538461537,40.823076923076925,30.638461538461538,1.5333333333333334,0.40476190476190477,0.26,0.5578281889178133,1
2020,7507,10,Detroit Pistons,2020-12-20T00:00:00.000Z,35.9,35.0,2.6923076923076925,87.0,6.6923076923076925,15.0,1.1538461538461537,46.0,3.5384615384615383,11.0,0.8461538461538461,17.0,1.3076923076923077,240.0,18.46153846153846,32.93333333333333,96.0,7.384615384615385,5.575817750764778,14.0,18.0,1.3846153846153846,1.4455945454184551,5.0,51.0,3.923076923076923,2.7827306272059,9.0,8.0,0.6153846153846154,43.0,3.3076923076923075,12.0,0.9230769230769231,2.0,0.15384615384615385,20.0,1.5384615384615385,19.0,1.4615384615384615,-15.0,-1.1538461538461537,36.892307692307696,21.46923076923077,0.9,0.42857142857142855,0.1568627450980392,0.5080440304826418,0
2020,7507,41,Washington Wizards,2020-12-20T00:00:00.000Z,28.571428571428573,38.0,2.7142857142857144,89.0,6.357142857142857,13.0,0.9285714285714286,44.0,3.142857142857143,10.0,0.7142857142857143,16.0,1.1428571428571428,239.98333333333335,17.14166666666667,31.633333333333333,99.0,7.071428571428571,6.533514612122114,22.0,24.0,1.7142857142857142,2.2677868380553634,8.0,45.0,3.2142857142857144,2.8870685539427074,10.0,4.0,0.2857142857142857,41.0,2.9285714285714284,14.0,1.0,3.0,0.21428571428571427,17.0,1.2142857142857142,14.0,1.0,15.0,1.0714285714285714,31.314285714285713,21.97142857142857,1.411764705882353,0.34210526315789475,0.08888888888888889,0.5154102457309454,1
2020,7508,1,Atlanta Hawks,2020-12-20T01:00:00.000Z,45.815384615384616,35.0,2.6923076923076925,83.0,6.384615384615385,11.0,0.8461538461538461,37.0,2.8461538461538463,36.0,2.769230769230769,43.0,3.3076923076923075,240.0,18.46153846153846,27.25,117.0,9.0,6.390096504226938,19.0,24.0,1.8461538461538463,1.863963243832607,7.0,47.0,3.6153846153846154,2.142368686697878,7.0,8.0,0.6153846153846154,39.0,3.0,8.0,0.6153846153846154,1.0,0.07692307692307693,18.0,1.3846153846153846,28.0,2.1538461538461537,5.0,0.38461538461538464,44.24615384615385,19.484615384615385,1.3333333333333333,0.3142857142857143,0.1702127659574468,0.5739795918367346,1
2020,7508,19,Memphis Grizzlies,2020-12-20T01:00:00.000Z,53.85333333333333,34.0,2.2666666666666666,85.0,5.666666666666667,19.0,1.2666666666666666,48.0,3.2,29.0,1.9333333333333333,39.0,2.6,240.0,16.0,24.05,116.0,7.733333333333333,5.175031630913224,17.0,21.0,1.4,1.992844341996778,8.0,43.0,2.8666666666666667,2.587515815456612,9.0,10.0,0.6666666666666666,33.0,2.2,11.0,0.7333333333333333,8.0,0.5333333333333333,21.0,1.4,31.0,2.066666666666667,-5.0,-0.3333333333333333,38.63333333333333,30.60666666666667,1.0,0.5588235294117647,0.23255813953488372,0.5677368833202819,0
2020,7509,4,Brooklyn Nets,2020-12-23T00:00:00.000Z,39.22,42.0,2.8,92.0,6.133333333333334,15.0,1.0,35.0,2.3333333333333335,26.0,1.7333333333333334,32.0,2.1333333333333333,240.0,16.0,25.3,125.0,8.333333333333334,8.050436249640377,26.0,24.0,1.6,1.6818357317441641,5.0,57.0,3.8,3.40587727318528,11.0,13.0,0.8666666666666667,44.0,2.933333333333333,11.0,0.7333333333333333,7.0,0.4666666666666667,20.0,1.3333333333333333,22.0,1.4666666666666666,130.0,8.666666666666666,43.88,29.913333333333334,1.2,0.35714285714285715,0.22807017543859648,0.5891779788838613,1
2020,7509,11,Golden State Warriors,2020-12-23T00:00:00.000Z,26.923076923076923,37.0,2.8461538461538463,99.0,7.615384615384615,10.0,0.7692307692307693,33.0,2.5384615384615383,15.0,1.1538461538461537,23.0,1.7692307692307692,240.0,18.46153846153846,31.233333333333334,99.0,7.615384615384615,6.131047511620146,20.0,26.0,2.0,2.6457513110645907,10.0,47.0,3.6153846153846154,2.567049588485503,8.0,13.0,1.0,34.0,2.6153846153846154,6.0,0.46153846153846156,6.0,0.46153846153846156,18.0,1.3846153846153846,24.0,1.8461538461538463,-130.0,-10.0,44.75384615384615,37.43076923076923,1.4444444444444444,0.2702702702702703,0.2765957446808511,0.4536290322580645,0
2020,7510,16,LA Clippers,2020-12-23T03:00:00.000Z,28.33076923076923,44.0,3.3846153846153846,93.0,7.153846153846154,14.0,1.0769230769230769,40.0,3.076923076923077,14.0,1.0769230769230769,19.0,1.4615384615384615,239.93333333333334,18.45641025641026,35.766666666666666,116.0,8.923076923076923,10.531393849356142,33.0,22.0,1.6923076923076923,1.8432134703923733,6.0,40.0,3.076923076923077,2.564551242795331,6.0,11.0,0.8461538461538461,29.0,2.230769230769231,10.0,0.7692307692307693,3.0,0.23076923076923078,16.0,1.2307692307692308,29.0,2.230769230769231,35.0,2.6923076923076925,33.01538461538461,22.307692307692307,1.375,0.3181818181818182,0.275,0.5722178374112076,1
2020,7510,17,Los Angeles Lakers,2020-12-23T03:00:00.000Z,54.958333333333336,38.0,3.1666666666666665,81.0,6.75,9.0,0.75,29.0,2.4166666666666665,24.0,2.0,31.0,2.5833333333333335,240.0,20.0,32.25,109.0,9.083333333333334,7.856188450495378,22.0,22.0,1.8333333333333333,2.443296332763787,8.0,45.0,3.75,4.002839900961225,12.0,8.0,0.6666666666666666,37.0,3.0833333333333335,4.0,0.3333333333333333,2.0,0.16666666666666666,19.0,1.5833333333333333,20.0,1.6666666666666667,-35.0,-2.9166666666666665,39.275,18.258333333333333,1.1578947368421053,0.23684210526315788,0.17777777777777778,0.5758664412510567,0
